question,answer
夢見自己去種菜,預示在事業成功的道路上，你必須付出艱苦的努力，戰勝許多困難。
夢見蘑菇,預示你家庭和睦，日子越過越富裕。
夢見吃蘑菇,預示你健康長壽，或者通過有影響力的社會關係，會提升你現在的職位、地位。
夢見生長的蘑菇,預示你通過精心經營和管理，將會積累大量財富。
夢見蘑菇被毀壞,可能預示你會受到親人誤會，失去家庭溫暖。
夢見蘑菇變成靈芝草,預示你將要過上富裕的生活，令人羨慕。
夢見胡蘿蔔,預示可以順利渡過孕期，生出健康的寶寶。
夢見吃胡蘿蔔,考試會很順利，並會取得好的成績。
夢到自己吃胡蘿蔔,表示她快要結婚了，並且將有活潑可愛的子女。
夢見大頭菜,會娶一位美貌的年青的女子為妻。
夢見吃大頭菜,是祥兆，能發財。
夢見大頭菜豐收,是吉兆，事業會成功。
夢見歐芹,想要生意興隆，必須開闢新的市場。
夢見剖歐芹,是不祥之兆，會與口是心非的朋友打交道。
夢見綠油油的萵苣長勢很好,表示在經過瑣碎事引起的尷尬處境後，你的生活將非常如意。
夢見自己在吃萵苣,預示疾病將使你和你的戀人或伴侶分開，此夢也很可能預示強烈的嫉妒。
夢見在種植萵苣,預示自己小時候的疾病或英年早逝其實主要責任在你自己。
夢見採摘或販賣萵苣,表示你很敏感，天生易於嫉妒別人，這將給你帶來難以排解的憂傷和痛苦。
夢見購買萵苣,表示你自己將讓自己走上沒落之路。
夢見白菜,大白菜清二白，夢中遇見卻是不祥之兆。
夢見生薑,有時候這種夢也暗示變通的重要性，需要更多刺激。
夢見吃薑,身體健康。
夢見喝薑湯,親人的溫暖讓人感動。
夢見買姜,手中錢財不穩。
夢見自己挖姜,可能會費力不討好。
夢見韭菜,凶兆，會得病。
夢見吃韭菜,需要注意自己和孩子的身體健康。
夢見割韭菜,不祥之兆，是生病的預兆。
夢見茄子,茄子外表黑紫，夢見它你可能會想一定不是好事。
夢見吃茄子,暗示你的前途一片光明，而且身體會很健康，生活也很愉快。
夢到吃茄子或得到茄子,則暗示會生兒子。
夢見斷裂的茄子,必有兇險應中止計劃。
夢見菠菜,或是吃菠菜，表示身體健康、生活幸福。
夢見青椒,代表著你在生活中會和別人會產生摩擦影響心情，只要妥善處理不會對生活產生過多影響。
夢見吃炒辣椒,這是生病的預兆;夢見長勢喜人的紅辣椒，預示夢者的人生伴侶生活節儉，很獨立。
夢見磨辣椒,意味著鄰居可能會病倒。
夢見手裡的辣椒落到地上,意味著可能損失。
夢見屋外撒滿辣椒,預示夢者家裡將會遇到麻煩;。
夢見飯菜裡辣椒太多,預示夢者將和妻子產生矛盾;。
夢見別人往自己頭上扔辣椒粒,預示所有困難將會過去。
夢見自己吃油菜,預示著生活上會一切順利。
夢見自己種油菜,去菜園裡採油菜，預示著自己做任何事情都會順利成功。
夢見自己挑食油菜,不喜歡吃，預示著會有困難出現在自己前進道路上。
夢見製作酸菜,預示著家庭會井井有條。
夢見吃酸菜,預示著自己的健康每況愈下。
夢見送給別人酸菜,要與人斷絕關係。
夢見賣酸菜,朋友會受到損失。
夢到吃酸菜,要去參加婚禮。
夢到芒果泡菜,家裡會增加人口。
夢到檸檬泡菜,親戚有人會病倒。
夢到吃泡菜,身體會很快恢復健康。
夢見大白菜,不幸的消息會到來。
夢見生菜,是生活富裕的預兆。
夢見種生菜,會遇到困難。
夢見買生菜,生活會很順利。
夢見採木耳,預示近期財運很好，將會獲得不少的收入。
夢見木耳,預示您的學業，在答卷時就要有技巧，儘可能博得老師的好感。
夢見馬鈴薯,祥瑞，意味著生活無憂。
夢見收穫馬鈴薯,自己的願望要通過努力才能實現。
夢見吃馬鈴薯,預示著會有好運氣。
夢見馬鈴薯開花,預示著你要生兒子。
夢到自己在掘土豆,表示心中有想要得到的東西，但是這東西並非像樹上的果子那麼容易拿到手，而要自己付出努力。
夢見種黃豆,夫妻感情會更加甜蜜。
夢見吃黃豆,是生病的預兆。
夢見豆芽,預示著自己將會在新的機會和選擇到來的時候，努力向上，通過自己的努力一定會會取得好的結果。
夢見豆芽壞掉,預示著自己的職業生涯將會有不好的情況出現。
夢見買豆芽,吉兆，機會會到來。
夢見蠶豆,預示體質有偏弱的傾向，腸胃消化功能不佳，飲食上易消化的流質較為合適。
夢見吃蠶豆,要注意自己肚子裡的孩子。
夢見蠶豆苗,生意會出現空前的興旺，若出國訪問會揚名天下。
夢見土豆,祥瑞，意味著生活無憂。
夢見吃土豆,預示著會有好運氣。
夢見土豆開花,預示著你要生兒子。
夢見挖土豆,預示成功。
夢見烹飪土豆,說明對自己星座的工作很滿意。
夢見種植土豆,預示自己的願望即將實現。
夢見收穫土豆,自己的願望要通過努力才能實現。
夢見腐爛的土豆,預示快樂已經是過去時，你的未來前景暗淡。
夢見吃生豌豆,是好兆頭，身體強壯。
夢見吃熱豌豆,提醒你注意養胃，可能你會得胃病。
夢見吃熟豌豆,表示你能勤儉持家，積累財富。
夢見吃炸豌豆,可能預示你近期的生活拮据，收入低微，只能勉強餬口。
夢見吃豌豆葉,預示你可能要以繁重的體力勞動謀生。
夢見吃糜爛的豌豆,預示你會遇到危險，甚至危及性命。
夢見買賣豌豆,預示生意可能要倒閉。
夢見在磨豌豆,預示你可能會遇到災難。
夢見扁豆,象徵爭吵。
夢見萬年青,是幸福的預兆，預示著生活中會平安順利。
夢見自己養萬年青或者買萬年青,會有收入增加。
夢見自己破壞萬年青,或者萬年青受損，預示著會有不好的事情發生在自己身上。
夢見萬年青花開了一半,另一半未開，預示著在你的周圍有小人作祟。
夢見疏疏落落的萬年青,你可能會有疾病發生。
夢見房間裡長出萬年青,預示父母健康長壽，並會在生活中，或事業上對你有所幫助。
夢見紫杉高大挺拔,象徵著精神上的長生不老。
夢見新鮮、健康的葉子,表示你在事業和感情上進展順利，你因此心情愉快。
夢見碧綠新鮮的葉子,預示你財運好，你可能有機會意外地繼承親友的遺產、贈予，或預示你的未婚妻很有錢。
夢見蟲蛀、枯萎、破敗的葉子,則預示了因為爭吵、不滿或者分離等引起的種種不快，讓你非常焦慮煩躁。
夢見枯黃的葉子,說明你的理想和目標可能制訂得有點太高，依你現在的能力很難實現。
夢見綠葉,預示求職運氣走高，機會較多，獵頭主動聯絡你也是有可能的，不過的心思多多，往往不夠珍惜眼前的機會。
夢見綠色的灌木叢,是心境恬淡、生活閒散的象徵。
夢見枯黃的灌木,則意味著由於你過去欠考慮的行為，眼下已經帶來了不好的後果。
夢見砍伐灌木叢,預示將要披荊斬棘取得成功。
夢見君子蘭,吉兆，會有好運。
夢見康乃馨,預示著你與母親關係很好。
夢見黑色康乃馨,預示著母親關係會很融洽。
夢見茉莉花環,意味著妻子對自己忠貞不渝。
夢見野地裡開放的茉莉花,意味著孩子將會成親。
夢見自己養了一盆茉莉花,不大的花株上開滿了美麗的茉莉花，屋中飄滿淡淡的花香。
夢見清新淡雅的茉莉花,表明在你心中有著溫馨的心境。
夢見薔薇花開得很茂盛,表示家裡有人快要舉行婚禮，許多願望也可以實現。
夢見人把薔薇插在你的頭髮上,暗示你會遭到欺騙。
夢見枝繁葉茂的沒開花的薔薇樹,預示圍繞著你的環境欣欣向榮。
夢見枯死的薔薇,預示你或親戚的不幸和疾病。
夢見自己被野薔薇的刺糾纏刺傷,表示會有人處處為難你，使你受到誹謗和傷害。
夢見冬季的薔薇,表示她的願望已經破碎，只能埋在心底懷念。
夢見她收到別人春天送來的薔薇,意味著她的情人很忠誠。
夢見情人把薔薇插在你的頭髮上,暗示你會遭到欺騙。
夢見採集紫羅蘭,預示她將會很快遇到自己甚是心儀的愛人，此人並在不久的將來成為自己名副其實的丈夫。
夢見紫羅蘭乾枯或凋謝,預示她的愛在對方眼裡不幸被視如敝履。
夢見的是三色紫羅蘭(也叫蝴蝶花),預示你可能會跟朋友之間發生誤會，受到同性朋友的誤解。
夢見紫羅蘭,表明將會有一段令你不太愉快的經歷。
夢見三色紫羅蘭,表明你會受到一位同性朋友的暫時誤解。
夢見桃子,沒別的意思，桃子既是“掏子”，預示會生一個兒子。
夢見吃桃,預示你身體強健。
夢見買桃,預示你會收入增多。
夢見自己送給朋友桃子,預示你們的友情會加深。
夢見自己送給戀人桃子,預示你將記得她的芳心，不久將喜結良緣。
夢見送給別人桃子,預示你很快就會找到工作。
夢見從樹上摘桃子,預示你不久會得到好運。
夢見吃桃子,那麼恭喜你，你應該懷的是兒子，且以後生活會幸福美滿。
夢見賣桃子,則預示著自己的生意將大發利市;。
夢見桃子丟了,預示生意不順，要受挫折。
夢見腐爛的桃子,預示要遭遇失敗。
夢見吃腐爛的桃子,可能要過一段窘迫低迷的日子，要指望別人幫助維持生活。
夢見吃楊梅,預示著很快會找到中意的另一半。
夢見自己採摘楊梅,預示著生活中會有大的收穫。
夢見吃楊桃,預示著身體健康，事業順利。
夢見買楊桃,預示著日常開銷會增多。
夢見楊桃,預示暗示而孕婦夢見楊桃的話也是美好的預兆，暗示著準媽媽和腹中的寶寶都很健康，而且職場準媽媽做此夢還預示著事業順利哦!。
夢見摘楊桃則是說明了準媽媽比較懶散,這是孕期的大忌，提醒孕婦要多關注自己和寶寶的營養、安全、健康等方面!。
夢見吃楊桃是吉祥的徵兆,此乃意味著準媽媽的生活質量非常高，因為此夢暗示著準媽媽家庭比較富裕，可以為寶寶的發育提供更好的物質條件哦!。
夢見買楊桃的準媽媽是比較喜歡購物的女性,此夢暗示近期會有大筆花銷，提醒準媽媽要注意理性消費和學會理財，規劃好生活費的用度哦!。
夢見楊桃樹的話,乃是大吉大利的象徵，首先暗示著準媽媽和周圍人相處的非常融洽，尤其是和丈夫的關係非常親密;此夢還暗示孕婦會生下一個男孩哦!。
夢見楊桃爛掉了,不是好夢呀!此夢意味著孕婦和寶寶都有發生危險的可能性，提醒準媽媽更加小心，多注意安全哦!。
夢見楊桃樹上結滿楊桃的話,是吉祥的暗示寓意，代表著家中的人都會平平安安、健健康康，準媽媽也會心想事成、順順利利的。
夢見別人送自己楊桃的話,則是說明準媽媽在生活中遇到了困難，不過不用太擔心，因為會有貴人前來幫助準媽媽化險為夷哦!。
夢見楊桃熟了,吉祥的徵兆呀!此夢暗示著準媽媽正在努力的事情能夠得到很好的成績，同時此夢也意味著近期孕媽的孕期不錯哦!。
夢見柚子,是身邊異性朋友較多，不知如何選擇，倘若有好的異性可陪伴在左右，一定要專情對待，切不可三心二意，腳踏兩隻船的感情沒有明天。
夢見吃柚子,身體不久會痊癒。
夢見成長中的柚子,預示著運氣會很好，會遇到很多機會。
夢見紅豆,紅豆代表愛情，表示你渴望愛情的來臨。
夢見摘板栗,表示你父母健康。
夢見剝板栗,你可能會解決一個長期不能解決的難題。
夢見自己在炒板栗,或煮栗子，要當心被你信任的人欺騙。
夢見吃板栗,或用栗子占卜，她將擁有一個相當富裕的愛人，過富有的生活。
夢見大吃吃板栗,預示著父母婚姻可能會出現問題。
夢見在加工板栗,預示生意上的失落，但生活中會有一個愜意的伴侶。
夢見吃慄,股市暗示謹慎處理，有下跌之象。
夢見核桃肉,預示吉祥如意。
夢見蟲蛀過的核桃仁,預示夢者近期小心被欺騙。
夢見自己砸核桃,預示你目前的努力，將會取得成功。
